simbad_MAIN_ID,simbad_RA_ICRS,simbad_DEC_ICRS,simbad_ID_HD,simbad_SP_TYPE,simbad_OTYPE,simbad_OTYPE_V,simbad_OTYPE_3,simbad_RA_current,simbad_DEC_current,DEC,RA,simbad_separation_RADEC_ICRSJ2000,simbad_separation_RADEC_current,simbad_FLUX_V,simbad_PMRA,simbad_PMDEC,simbad_FLUX_R,simbad_FLUX_G,simbad_FLUX_J,simbad_FLUX_H,simbad_FLUX_K,simbad_FLUX_I,visible_from_Paranal
IRAS 04191+1523,04 22 00.4394,+15 30 21.214,,,YSO,Young Stellar Object,Y*O,04 22 00.4412,+15 30 21.200,15 30 21.2148,4 22 00.4394,0.0009870516827308233,0.029431084695013383,,,,,,,14.432999610900879,12.256999969482422,,True
IRAS 04239+2436,04 26 56.2970,+24 43 35.328,,,YSO,Young Stellar Object,Y*O,04 26 56.2990,+24 43 35.313,24 43 35.328,4 26 56.297,0.0005449889732615313,0.030628878428971096,,,,,,15.753999710083008,12.352999687194824,9.991999626159668,,True
IRAS 04248+2612,04 27 57.3069,+26 19 18.303,,M,YSO,Young Stellar Object,Y*O,04 27 57.3090,+26 19 18.288,26 19 18.3036,4 27 57.307,0.0010053570742773448,0.03155342734326884,,-6.44,8.08,,,13.234999656677246,11.795000076293945,11.026000022888184,,True
IRAS 04264+2433,04 29 30.0801,+24 39 55.054,,,YSO,Young Stellar Object,Y*O,04 29 30.0821,+24 39 55.039,24 39 55.0548,4 29 30.0802,0.0011440873697178171,0.030805443546441998,,-14.0,4.0,16.729999542236328,,13.727999687194824,11.982000350952148,11.135000228881836,14.670000076293945,True
IRAS 04295+2251,04 32 32.0548,+22 57 26.672,,K0-M4,YSO,Young Stellar Object,Y*O,04 32 32.0568,+22 57 26.657,22 57 26.6724,4 32 32.0549,0.0011751270488182864,0.030666136746385766,,,,,,14.888999938964844,11.982000350952148,10.140999794006348,,True
IRAS 04302+2247,04 33 16.5009,+22 53 20.400,,,YSO,Young Stellar Object,Y*O,04 33 16.5029,+22 53 20.384,22 53 20.4,4 33 16.501,0.0008291341305588937,0.031220261741841168,,,,,,14.682000160217285,12.899999618530273,11.718000411987305,,True
IRAS 04325+2402,04 35 35.3916,+24 08 19.424,,,YSO,Young Stellar Object,Y*O,04 35 35.3935,+24 08 19.409,24 08 19.4244,4 35 35.3916,0.00040000000667049154,0.030225336692592385,,,,,,17.128999710083008,13.73799991607666,11.60099983215332,,True
IRAS 04361+2547,04 39 13.8928,+25 53 20.878,,,YSO,Young Stellar Object,Y*O,04 39 13.8949,+25 53 20.863,25 53 20.8788,4 39 13.8929,0.0013436772778817406,0.03150712826156221,,-40.027,57.95,,,16.437999725341797,13.017000198364258,10.720999717712402,,True
IRAS 04365+2535,04 39 35.1936,+25 41 44.725,,,YSO,Young Stellar Object,Y*O,04 39 35.1956,+25 41 44.709,25 41 44.7252,4 39 35.1936,0.0002000000033352497,0.031515677516840854,,,,,,,13.751999855041504,10.836999893188477,,True
IRAS 04381+2540,04 41 12.6792,+25 46 35.421,,K0-M2,YSO,Young Stellar Object,Y*O,04 41 12.6812,+25 46 35.405,25 46 35.4216,4 41 12.6792,0.0006000000100057333,0.03170750149511698,,,,,,17.149999618530273,14.13700008392334,11.541000366210938,,True
** REP   36A,16 25 02.1296,-24 59 32.405,,,Star,Star,*,16 25 02.1316,-24 59 32.390,-24 59 32.4053,16 25 02.1157,0.1883789680221679,0.21611055265357704,,-8.821,-24.278,,15.081100463867188,,,,,True
IRAS 16285-2355,16 31 35.6575,-24 01 29.470,,,YSO,Young Stellar Object,Y*O,16 31 35.6595,-24 01 29.455,-24 01 29.4708,16 31 35.6575,0.0008456251778081709,0.03139294937984921,,,,,,15.503999710083008,11.82699966430664,9.218999862670898,,True
IRAS F04110+2800,04 14 12.2894,+28 08 37.172,,,YSO,Young Stellar Object,Y*O,04 14 12.2915,+28 08 37.158,28 08 37.1724,4 14 12.2894,0.0006632534480015046,0.030817826608032863,,,,,,,,15.456000328063965,,True
** BRC    3A,11 18 35.7192,-79 35 54.899,,,Star,Star,*,11 18 35.7272,-79 35 54.912,-79 35 54.9362,11 18 35.8211,0.27840825397385877,0.2553940823015637,,-41.758,4.982,,13.86870002746582,,,,,True
ISO-Oph 150,16 27 30.9115,-24 27 33.195,,,TTau*,T Tau-type Star,TT*,16 27 30.9135,-24 27 33.180,-24 27 33.1956,16 27 30.9115,0.000659220056764897,0.031212659140967144,,,,,,,19.219999313354492,14.86299991607666,,True
ISO-Oph 203,16 31 52.4469,-24 55 36.080,,,YSO,Young Stellar Object,Y*O,16 31 52.4489,-24 55 36.065,-24 55 36.0804,16 31 52.447,0.0009089127409970019,0.030554109830737364,,,,,,,14.833999633789062,12.720000267028809,,True
BYB 18,11 04 42.5993,-77 41 57.172,,M4.5e,YSO,Young Stellar Object,Y*O,11 04 42.6061,-77 41 57.185,-77 41 57.1308,11 04 42.5825,0.06772449238505314,0.09292516952466136,,-23.029,2.18,,15.217700004577637,11.814000129699707,11.001999855041504,10.642000198364258,13.630000114440918,True
** KON    5A,04 40 01.7672,+25 56 29.070,,,Star,Star,*,04 40 01.7692,+25 56 29.055,25 56 29.2272,4 40 01.745,0.33772443848858447,0.3685837775863641,,,,,19.60759925842285,,,,,True
ITG 40,04 41 24.6444,+25 43 53.025,,M3.5,YSO,Young Stellar Object,Y*O,04 41 24.6464,+25 43 53.009,25 43 53.0256,4 41 24.6444,0.0006000000100057333,0.03171624599464597,,,,,,16.709999084472656,13.53499984741211,11.751999855041504,,True
LR  1,04 18 41.3323,+28 27 25.009,,K7,YSO,Young Stellar Object,Y*O,04 18 41.3344,+28 27 24.995,28 27 25.0092,4 18 41.3323,0.0003310067603972957,0.030887859940934695,,,,,,16.225000381469727,12.923999786376953,11.053999900817871,,True
V* T Tau,04 21 59.4323,+19 32 06.439,HD 284419,K0IV/Ve,TTau*,T Tau-type Star,TT*,04 21 59.4342,+19 32 06.425,19 32 06,4 21 59.4,0.633414853702327,0.6437145683416714,10.119999885559082,11.356,-14.837,9.800000190734863,9.626999855041504,7.239999771118164,6.236999988555908,5.324999809265137,,True
V* CI Tau,04 33 52.0144,+22 50 30.093,,K4IVe,Orion_V*,Variable Star of Orion Type,Or*,04 33 52.0164,+22 50 30.078,22 50 30.0938,4 33 52.0144,0.0009914414114690882,0.03126621163577205,13.800000190734863,8.904,-17.067,12.940000190734864,12.145400047302246,9.479999542236328,8.430000305175781,7.793000221252441,,True
** CHN    8A,04 35 40.9500,+24 11 08.893,,,Candidate_YSO,Young Stellar Object Candidate,Y*?,04 35 40.9520,+24 11 08.878,24 11 08.4901,4 35 40.938,0.43530454742463787,0.43289807494773624,,5.903,-21.527,,15.627599716186523,,,,,True
V* HK Tau,04 31 50.5722,+24 24 17.775,,M0.5,Orion_V*,Variable Star of Orion Type,Or*,04 31 50.5743,+24 24 17.760,24 24 16.4,4 31 50.58,1.3791058867698718,1.362210975610556,15.100000381469727,4.464,-22.961,13.790000381469726,14.044899940490723,10.451000213623047,9.253000259399414,8.593000411987305,,True
NAME IRAS 04108+2803B,04 13 54.7168,+28 11 32.899,,K0-M3,YSO,Young Stellar Object,Y*O,04 13 54.7190,+28 11 32.885,28 11 32.8992,4 13 54.7169,0.0010763825930592858,0.03141936537850038,,,,,,16.481000900268555,13.37600040435791,11.062999725341797,,True
NAME IRAS 04181+2654B,04 21 10.3884,+27 01 37.257,,K5-M4,YSO,Young Stellar Object,Y*O,04 21 10.3904,+27 01 37.243,27 01 37.2576,4 21 10.3884,0.0005999999871057413,0.030451928529050133,,,,,,,13.782999992370605,11.085000038146973,,True
THA 15-5,15 47 56.9433,-35 14 34.797,,K7e,TTau*,T Tau-type Star,TT*,15 47 56.9457,-35 14 34.786,-35 14 35,15 47 57,0.7236734309021381,0.6987914824631672,16.200000762939453,-14.203,-22.264,15.070000762939454,14.518799781799316,10.73900032043457,9.526000022888184,8.826000213623047,,True
V* T Tau,04 21 59.4323,+19 32 06.439,HD 284419,K0IV/Ve,TTau*,T Tau-type Star,TT*,04 21 59.4342,+19 32 06.425,19 32 06.31,4 21 59.423,0.1841992103935594,0.19569796902737713,10.119999885559082,11.356,-14.837,9.800000190734863,9.626999855041504,7.239999771118164,6.236999988555908,5.324999809265137,,True
V* T Tau,04 21 59.4323,+19 32 06.439,HD 284419,K0IV/Ve,TTau*,T Tau-type Star,TT*,04 21 59.4342,+19 32 06.425,19 32 05.9298,4 21 59.4106,0.5945815084262978,0.5972253713348737,10.119999885559082,11.356,-14.837,9.800000190734863,9.626999855041504,7.239999771118164,6.236999988555908,5.324999809265137,,True
THA 15-12,15 56 09.2067,-37 56 06.126,,M0e,Orion_V*,Variable Star of Orion Type,Or*,15 56 09.2091,-37 56 06.113,-37 56 06.38,15 56 09.165,0.5548921890891955,0.5860887856020174,11.930000305175781,-12.091,-23.718,11.449999809265137,11.157299995422363,8.782999992370605,8.08899974822998,7.738999843597412,,True
THA 15-12,15 56 09.2067,-37 56 06.126,,M0e,Orion_V*,Variable Star of Orion Type,Or*,15 56 09.2091,-37 56 06.113,-37 56 06.45,15 56 09.203,0.32694484112513245,0.3446424358790401,11.930000305175781,-12.091,-23.718,11.449999809265137,11.157299995422363,8.782999992370605,8.08899974822998,7.738999843597412,,True
V* V830 Tau,04 33 10.0299,+24 33 43.255,,M0-1,TTau*,T Tau-type Star,TT*,04 33 10.0319,+24 33 43.240,24 33 43.2558,4 33 10.03,0.0012898666539241399,0.03070229843168819,12.079999923706055,7.247,-21.23,11.300000190734863,11.69279956817627,9.324999809265137,8.61299991607666,8.42199993133545,,True
Gaia DR2 6046081782488969600,16 29 44.3117,-24 41 22.148,,,Star,Star,*,16 29 44.3137,-24 41 22.134,-24 41 21.84,16 29 44.2869,0.45691607956438546,0.4684936471867823,,,,,14.16189956665039,,,,,True
PSO J064.6887+27.9799,04 18 45.3000,+27 58 48.471,,L0.7,brownD*,Brown Dwarf (M<0.08solMass),BD*,04 18 45.3021,+27 58 48.457,27 58 48.4716,4 18 45.3,0.00060000002145573,0.031416553053509336,,2.49,-29.1,,,16.68899917602539,15.85099983215332,15.253000259399414,,True
PSO J065.1792+28.1767,04 20 43.0137,+28 10 36.411,,L1.6,brownD*,Brown Dwarf (M<0.08solMass),BD*,04 20 43.0158,+28 10 36.397,28 10 36.4116,4 20 43.0138,0.000994684383916775,0.030671531641044376,,1.62,-23.93,,,16.774999618530273,15.984999656677246,15.227999687194824,,True
RAFGL 5123,04 31 34.0773,+18 08 04.902,,K3V/M3III,YSO,Young Stellar Object,Y*O,04 31 34.0792,+18 08 04.887,18 08 04.902,4 31 34.0774,0.0008552946846152624,0.03021526767148708,,,,,,12.229999542236328,10.550000190734863,9.255000114440918,,True
2MASS J04213965+2649143,04 21 39.6483,+26 49 14.059,,M6,YSO,Young Stellar Object,Y*O,04 21 39.6503,+26 49 14.045,26 49 13.8936,4 21 39.6475,0.1657292431177436,0.15590653617509628,,10.667,-18.084,,16.89739990234375,12.645999908447266,11.871000289916992,11.49899959564209,,True
SSTtau 041831.2+282617,04 18 31.2316,+28 26 18.049,,,YSO,Young Stellar Object,Y*O,04 18 31.2338,+28 26 18.035,28 26 18.0492,4 18 31.2317,0.0010739826886082028,0.031361638487846503,,,,,,,,16.48200035095215,,True
2MASS J04555605+3036209,04 55 56.0661,+30 36 20.447,,M4.0,TTau*,T Tau-type Star,TT*,04 55 56.0682,+30 36 20.430,30 36 21,4 55 56.1,0.7052256037458039,0.7024508956615093,,,,,13.90369987487793,10.470999717712402,9.65999984741211,9.267000198364258,,True
NAME THA 15-10A,15 55 50.2817,-38 01 33.696,,M4.5,YSO,Young Stellar Object,Y*O,15 55 50.2841,-38 01 33.684,-38 01 33.5093,15 55 50.2899,0.21029683237598745,0.18762831417015982,,-11.659,-22.951,,13.794099807739258,,,,,True
TMR 1A,04 39 13.90,+25 53 20.6,,,IR,Infra-Red source,IR,04 39 13.90,+25 53 20.6,25 53 20.6,4 39 13.9,1.9301468647469045e-05,1.9301468647469045e-05,,,,,,,,,,True
TMR 1B,04 39 13.89,+25 53 20.4,,,IR,Infra-Red source,IR,04 39 13.89,+25 53 20.4,25 53 20.4,4 39 13.89,0.0,0.0,,,,,,,,,,True
TMR 1C,04 39 13.8976,+25 53 20.634,,,Planet?,Extra-solar Planet Candidate,Pl?,04 39 13.8997,+25 53 20.618,25 53 20.634,4 39 13.8977,0.0009500210166242654,0.03171970234563028,,-40.027,57.95,,,,17.549999237060547,17.68000030517578,,True
Gaia DR2 3415706130944329216,05 12 27.5830,+22 53 49.207,,,Star,Star,*,05 12 27.5849,+22 53 49.189,22 53 49.241,5 12 27.5849,0.04302230279113553,0.05204002937557598,,4.203,-19.488,,13.149700164794922,,,,,True
UGCS J042201.36+265512.1,04 22 01.36,+26 55 12.1,,M9-L3,low-mass*,Low-mass star (M<1solMass),LM*,04 22 01.36,+26 55 12.1,26 55 12.1,4 22 01.36,1.3359777024064263e-05,1.3359777024064263e-05,,-13.0,-3.6,,,18.084999084472656,,15.84000015258789,,True
UGCS J043354.07+225119.1,04 33 54.0703,+22 51 19.202,,M9-L2,low-mass*,Low-mass star (M<1solMass),LM*,04 33 54.0722,+22 51 19.187,22 51 19.2024,4 33 54.0703,0.00048623318763423934,0.030206471423915807,,,,,,17.951000213623047,16.8439998626709,15.852999687194824,,True
UGCS J045210.35+303734.3,04 52 10.35,+30 37 34.3,,M9.5,low-mass*,Low-mass star (M<1solMass),LM*,04 52 10.35,+30 37 34.3,30 37 34.3,4 52 10.35,1.599999660282056e-05,1.599999660282056e-05,,,,,,,,,,True
V* UY Aur,04 51 47.3900,+30 47 13.552,,M0e+M2.5e,Orion_V*,Variable Star of Orion Type,Or*,04 51 47.3921,+30 47 13.535,30 47 12.984,4 51 47.3496,0.7704857855491107,0.7768741536016873,11.899999618530273,4.379,-25.972,10.59000015258789,11.69320011138916,9.133999824523926,7.986999988555908,7.238999843597412,9.520000457763672,True
V* CS Cha,11 02 24.8849,-77 33 35.683,,K2Ve,Orion_V*,Variable Star of Orion Type,Or*,11 02 24.8916,-77 33 35.697,-77 33 35.6835,11 02 24.8849,0.0004595070343218735,0.025469142219234926,11.6899995803833,-23.213,6.069,10.9599995803833,11.08329963684082,9.109999656677246,8.449999809265137,8.199000358581543,10.123000144958496,True
V* DF Tau,04 27 02.7917,+25 42 22.456,HD 283654,M3Ve,Orion_V*,Variable Star of Orion Type,Or*,04 27 02.7937,+25 42 22.441,25 42 22.4,4 27 02.79,0.060537630065205975,0.06467126050330098,11.420000076293945,3.504,-26.65,10.3100004196167,11.031100273132324,8.170999526977539,7.25600004196167,6.734000205993652,9.140000343322754,True
V* DF Tau,04 27 02.7917,+25 42 22.456,HD 283654,M3Ve,Orion_V*,Variable Star of Orion Type,Or*,04 27 02.7937,+25 42 22.441,25 42 22.4,4 27 02.79,0.060537630065205975,0.06467126050330098,11.420000076293945,3.504,-26.65,10.3100004196167,11.031100273132324,8.170999526977539,7.25600004196167,6.734000205993652,9.140000343322754,True
V* DH Tau,04 29 41.5520,+26 32 58.123,,M1Ve,Orion_V*,Variable Star of Orion Type,Or*,04 29 41.5540,+26 32 58.108,26 32 56.5,4 29 41.66,2.1758149493625334,2.146775569542869,13.100000381469727,7.065,-20.699,13.010000228881836,12.496100425720215,9.767000198364258,8.824000358581543,8.178000450134277,,True
V* DK Tau A,04 30 44.2409,+26 01 24.730,,K5Ve,Star,Star,*,04 30 44.2430,+26 01 24.715,26 01 24.6533,4 30 44.2434,0.0836649101725052,0.061927739152293985,,6.244,-21.203,,12.625399589538574,,,,,True
V* FX Tau A,04 30 29.5970,+24 26 44.921,,,Star,Star,*,04 30 29.5990,+24 26 44.906,24 26 45.0272,4 30 29.6181,0.30662827802416015,0.287172426084038,,,,,12.937299728393555,,,,,True
V* FX Tau A,04 30 29.5970,+24 26 44.921,,,Star,Star,*,04 30 29.5990,+24 26 44.906,24 26 45.0272,4 30 29.6181,0.30662827802416015,0.287172426084038,,,,,12.937299728393555,,,,,True
V* GN Tau B,04 39 20.9141,+25 45 01.831,,,Star,Star,*,04 39 20.9161,+25 45 01.815,25 45 02.0261,4 39 20.9222,0.2237843617434941,0.22667693160336072,,,,,14.562000274658203,,,,,True
V* GN Tau B,04 39 20.9141,+25 45 01.831,,,Star,Star,*,04 39 20.9161,+25 45 01.815,25 45 02.0261,4 39 20.9222,0.2237843617434941,0.22667693160336072,,,,,14.562000274658203,,,,,True
V* GV Tau,04 29 23.7314,+24 33 00.216,,K7,TTau*,T Tau-type Star,TT*,04 29 23.7334,+24 33 00.201,24 32 58.6176,4 29 23.7106,1.6234938801985572,1.613774524840045,,8.695,-25.085,,16.005599975585938,11.543999671936035,9.586999893188477,8.053999900817871,,True
V* GV Tau,04 29 23.7314,+24 33 00.216,,K7,TTau*,T Tau-type Star,TT*,04 29 23.7334,+24 33 00.201,24 33 01.116,4 29 23.6868,1.086415037778317,1.114216239827307,,8.695,-25.085,,16.005599975585938,11.543999671936035,9.586999893188477,8.053999900817871,,True
V* GZ Aur A,05 00 03.1162,+30 01 06.459,,,Star,Star,*,05 00 03.1182,+30 01 06.442,30 01 06.83,5 00 03.112,0.3749681992530726,0.3962229284833838,,4.824,-26.467,,14.666000366210938,,,,,True
V* GZ Aur A,05 00 03.1162,+30 01 06.459,,,Star,Star,*,05 00 03.1182,+30 01 06.442,30 01 06.83,5 00 03.112,0.3749681992530726,0.3962229284833838,,4.824,-26.467,,14.666000366210938,,,,,True
V* HL Tau,04 31 38.4719,+18 13 58.085,,K5,Orion_V*,Variable Star of Orion Type,Or*,04 31 38.4738,+18 13 58.070,18 13 58.085,4 31 38.472,0.0007419177160775619,0.03032126515807869,14.489999771118164,4.2,-15.3,14.390000343322754,,10.62399959564209,9.170999526977539,7.409999847412109,,True
V* HO Lup A,16 07 00.5996,-39 02 19.517,,M0,YSO,Young Stellar Object,Y*O,16 07 00.6020,-39 02 19.503,-39 02 19.4932,16 07 00.6037,0.05309515329717107,0.02182433337268932,,-11.166,-22.953,,12.590100288391113,,,,,True
V* HO Lup A,16 07 00.5996,-39 02 19.517,,M0,YSO,Young Stellar Object,Y*O,16 07 00.6020,-39 02 19.503,-39 02 19.4932,16 07 00.6037,0.05309515329717107,0.02182433337268932,,-11.166,-22.953,,12.590100288391113,,,,,True
V* HP Cha A,11 08 15.4942,-77 33 53.454,,K6e,Star,Star,*,11 08 15.5010,-77 33 53.467,-77 33 53.1702,11 08 15.2164,0.9410138860751287,0.9658931496470492,,-22.964,0.987,,10.49779987335205,,,,,True
V* HU Cha A,11 09 18.1481,-76 30 29.238,,,Star,Star,*,11 09 18.1545,-76 30 29.251,-76 30 29.25,11 09 18.1289,0.06832459974626952,0.08966563689240067,,-21.973,0.137,,16.625099182128906,,,,,True
V* HX Cha A,11 09 54.0980,-76 29 25.577,,,Star,Star,*,11 09 54.1044,-76 29 25.590,-76 29 25.5433,11 09 54.0628,0.12799569218181844,0.15319643438258443,,-30.381,-0.364,,15.455499649047852,,,,,True
V* IT Tau A,04 33 54.7116,+26 13 27.488,,K3,YSO,Young Stellar Object,Y*O,04 33 54.7136,+26 13 27.472,26 13 27.5232,4 33 54.7013,0.14325840070089454,0.17350511336744434,,9.465,-17.466,,13.214799880981445,,,,,True
V* RW Aur B,05 07 49.5651,+30 24 05.136,,,**,Double or multiple star,**,05 07 49.5672,+30 24 05.118,30 24 05.1774,5 07 49.5662,0.0439913203070314,0.060677321464217386,,4.238,-24.996,,13.317700386047363,,,,,True
V* RW Aur B,05 07 49.5651,+30 24 05.136,,,**,Double or multiple star,**,05 07 49.5672,+30 24 05.118,30 24 05.1774,5 07 49.5662,0.0439913203070314,0.060677321464217386,,4.238,-24.996,,13.317700386047363,,,,,True
V* S CrA A,19 01 08.5925,-36 57 19.742,,,Star,Star,*,19 01 08.5943,-36 57 19.720,-36 57 19.895,19 01 08.5971,0.16262105751107353,0.1782015599084699,,6.809,-26.163,,11.5600004196167,,,,,True
V* S CrA A,19 01 08.5925,-36 57 19.742,,,Star,Star,*,19 01 08.5943,-36 57 19.720,-36 57 19.895,19 01 08.5971,0.16262105751107353,0.1782015599084699,,6.809,-26.163,,11.5600004196167,,,,,True
V* SX Cha A,10 55 59.8011,-77 24 40.160,,M1.5,YSO,Young Stellar Object,Y*O,10 55 59.8076,-77 24 40.174,-77 24 40.1252,10 55 59.802,0.034884310850668065,0.05208380950877165,,-23.813,2.193,,14.476699829101562,,,,,True
V* UX Tau A,04 30 03.9931,+18 13 49.476,HD 285846A,K2Ve,TTau*,T Tau-type Star,TT*,04 30 03.9950,+18 13 49.462,18 13 49.4355,4 30 03.9963,0.06049880902055768,0.031952449706362226,11.149999618530273,12.86,-17.793,10.419999618530273,11.29069995880127,8.623000144958496,7.960000038146973,7.551000118255615,,True
V* UZ Tau A,04 32 43.0744,+25 52 31.022,,M2.0e+M3.0e,TTau*,T Tau-type Star,TT*,04 32 43.0764,+25 52 31.007,25 52 30.9036,4 32 43.0217,0.7213032094071276,0.7457151862504228,,3.403,-22.589,13.149999618530273,12.30739974975586,,,7.354000091552734,,True
V* V1195 Tau A,04 06 51.3460,+25 41 27.788,,,Star,Star,*,04 06 51.3481,+25 41 27.775,25 41 28.2692,4 06 51.351,0.4859177237398994,0.49576654931534875,,13.944,-14.863,,11.784700393676758,,,,,True
V* V1213 Tau,04 31 37.4719,+18 12 24.480,,K7,Orion_V*,Variable Star of Orion Type,Or*,04 31 37.4738,+18 12 24.465,18 12 24.48,4 31 37.4719,0.0002849804921344874,0.03070188710253214,,,,,,15.175999641418457,14.23900032043457,13.366000175476074,,True
V* V710 Tau B,04 31 57.7916,+18 21 37.947,,M0.5/1e,TTau*,T Tau-type Star,TT*,04 31 57.7935,+18 21 37.932,18 21 36.9396,4 31 57.7985,1.012150322734611,0.9949292385518219,13.550000190734863,12.101,-17.661,13.979999542236328,13.01930046081543,9.279000282287598,9.107000350952148,8.654000282287598,,True
V* VV Cha A,11 07 28.1993,-76 52 12.006,,,Star,Star,*,11 07 28.2058,-76 52 12.019,-76 52 11.9262,11 07 28.2411,0.1632260912423353,0.1518873025811107,,-19.925,-2.325,,13.987500190734863,,,,,True
V* WX Cha B,11 09 58.6652,-77 37 09.022,,M5,Star,Star,*,11 09 58.6720,-77 37 09.035,-77 37 09.0343,11 09 58.6669,0.013536707293533016,0.01627494764900181,,-22.3,0.956,,13.241000175476074,,,,,True
VSSG  26,16 27 18.4872,-24 29 05.913,,,YSO,Young Stellar Object,Y*O,16 27 18.4892,-24 29 05.898,-24 29 05.9136,16 27 18.4872,0.0005999999985558013,0.03144462836441488,,,,,,14.611000061035156,11.503999710083008,9.682999610900879,,True
VSSG  27,16 26 30.4689,-24 22 57.144,,M,YSO,Young Stellar Object,Y*O,16 26 30.4709,-24 22 57.129,-24 22 57.144,16 26 30.469,0.0008197286462405239,0.030454745783462165,,,,,,16.31399917602539,12.545999526977539,9.97700023651123,,True
VSSG  31,16 27 04.1068,-24 28 29.913,,,YSO,Young Stellar Object,Y*O,16 27 04.1089,-24 28 29.898,-24 28 29.9136,16 27 04.1069,0.0012461288803358261,0.031683878245989276,,,,,,16.90399932861328,13.086000442504883,10.855999946594238,,True
VSSG   4,16 26 37.7868,-24 23 00.747,,,YSO,Young Stellar Object,Y*O,16 26 37.7888,-24 23 00.732,-24 23 00.7476,16 26 37.7868,0.0006000000100057405,0.03146370531827895,,,,,,15.741000175476074,12.913000106811523,11.105999946594238,,True
GSS 31,16 26 23.3694,-24 20 59.580,,K0e,TTau*,T Tau-type Star,TT*,16 26 23.3715,-24 20 59.565,-24 21 01,16 26 23.3,1.7076002007827114,1.7360823101191194,14.699999809265137,-6.858,-26.451,14.329999923706055,12.995800018310547,8.970000267028809,7.5,6.571000099182129,11.529999732971191,True
WISE J042156.86+152946.0,04 21 56.8700,+15 29 46.022,,,MIR,Mid-Infrared source,MIR,04 21 56.8718,+15 29 46.008,15 29 46.0223,4 21 56.87,0.0003029391079048917,0.02978107041868226,,,,,,,,,,True
WISE J042838.78+265134.6,04 28 38.7854,+26 51 34.682,,,YSO,Young Stellar Object,Y*O,04 28 38.7875,+26 51 34.667,26 51 34.6824,4 28 38.7854,0.000668216743679032,0.03157634674355794,,,,,,,,,,True
WL 17,16 27 06.7761,-24 38 14.996,,,YSO,Young Stellar Object,Y*O,16 27 06.7781,-24 38 14.981,-24 38 14.9964,16 27 06.7762,0.0009106228410654286,0.030607299644510054,,-10.0,-27.9,,,18.899999618530273,14.295999526977539,10.970999717712402,,True
WL 19,16 27 11.7141,-24 38 32.060,,,YSO,Young Stellar Object,Y*O,16 27 11.7161,-24 38 32.045,-24 38 32.0604,16 27 11.7142,0.0009105950482393908,0.030606432126278255,,-6.4,-22.8,,,21.100000381469727,15.057000160217285,11.057000160217285,,True
